Year,Trip Number,ADFG Number,Vessel Name,Sampler Name,Sample Date,Project Code,Project,Delivery Code,Delivery,Sample Type Code,Sample Type,Groundfish Stat Area,Groundfish Stat Area Group,Groundfish Management Area Code,Lingcod Management Area Code,Species Code,Species,Specimen Number,Length Type Code,Length Type,Length Millimeters,Weight Kilograms,Sex Code,Sex,Maturity Code,Maturity,Age,Age Readability Code,Age Readability
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,6,1,Tip of snout to fork of tail,640,2.89,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,7,1,Tip of snout to fork of tail,650,2.84,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,8,1,Tip of snout to fork of tail,670,3.18,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,9,1,Tip of snout to fork of tail,670,2.99,2,Female,1,Immature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,10,1,Tip of snout to fork of tail,600,2.59,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,11,1,Tip of snout to fork of tail,720,4.14,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,12,1,Tip of snout to fork of tail,700,3.37,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,13,1,Tip of snout to fork of tail,740,4.28,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,14,1,Tip of snout to fork of tail,690,3.7,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,15,1,Tip of snout to fork of tail,650,3.09,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,16,1,Tip of snout to fork of tail,680,3.3,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,17,1,Tip of snout to fork of tail,670,3.56,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,18,1,Tip of snout to fork of tail,670,2.65,2,Female,1,Immature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,19,1,Tip of snout to fork of tail,730,4.69,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,20,1,Tip of snout to fork of tail,630,2.64,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,21,1,Tip of snout to fork of tail,650,2.52,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,22,1,Tip of snout to fork of tail,740,4.48,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,23,1,Tip of snout to fork of tail,650,2.62,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,24,1,Tip of snout to fork of tail,580,2.24,1,Male,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,25,1,Tip of snout to fork of tail,730,3.58,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,26,1,Tip of snout to fork of tail,680,2.94,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,27,1,Tip of snout to fork of tail,680,3.01,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,28,1,Tip of snout to fork of tail,670,3.02,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,29,1,Tip of snout to fork of tail,640,2.44,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,30,1,Tip of snout to fork of tail,820,6.12,2,Female,7,Mature,,,
2023,303,45454,WINDWALKER,Kalli Brettrager,9/11/2023 11:39,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,,,,,710,Sablefish,31,1,Tip of snout to fork of tail,750,4.63,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,1,1,Tip of snout to fork of tail,540,1.68,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,2,1,Tip of snout to fork of tail,630,2.29,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,3,1,Tip of snout to fork of tail,550,1.7,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,4,1,Tip of snout to fork of tail,590,2.36,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,5,1,Tip of snout to fork of tail,570,1.86,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,6,1,Tip of snout to fork of tail,550,1.75,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,7,1,Tip of snout to fork of tail,620,5.25,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,8,1,Tip of snout to fork of tail,610,5.05,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,9,1,Tip of snout to fork of tail,660,5.75,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,10,1,Tip of snout to fork of tail,640,5.75,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,11,1,Tip of snout to fork of tail,610,5.45,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,12,1,Tip of snout to fork of tail,570,3.8,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,13,1,Tip of snout to fork of tail,680,6.3,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,14,1,Tip of snout to fork of tail,710,4.75,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,15,1,Tip of snout to fork of tail,590,4.5,1,Male,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,16,1,Tip of snout to fork of tail,560,3.75,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,17,1,Tip of snout to fork of tail,620,5.25,1,Male,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,18,1,Tip of snout to fork of tail,540,3.95,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,19,1,Tip of snout to fork of tail,560,3.3,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,20,1,Tip of snout to fork of tail,590,4.4,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,21,1,Tip of snout to fork of tail,680,6.35,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,22,1,Tip of snout to fork of tail,490,2.5,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,23,1,Tip of snout to fork of tail,520,2.95,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,24,1,Tip of snout to fork of tail,530,3.2,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,25,1,Tip of snout to fork of tail,590,3.9,2,Female,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,26,1,Tip of snout to fork of tail,520,2.75,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,27,1,Tip of snout to fork of tail,500,2.3,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,28,1,Tip of snout to fork of tail,570,4.1,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,29,1,Tip of snout to fork of tail,590,4.2,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,30,1,Tip of snout to fork of tail,660,6.3,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,31,1,Tip of snout to fork of tail,610,4.45,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,32,1,Tip of snout to fork of tail,560,3.75,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,33,1,Tip of snout to fork of tail,570,4.05,1,Male,7,Mature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,34,1,Tip of snout to fork of tail,540,3.5,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,35,1,Tip of snout to fork of tail,540,3.4,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,36,1,Tip of snout to fork of tail,630,5.55,2,Female,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,37,1,Tip of snout to fork of tail,520,2.6,1,Male,1,Immature,,,
2023,2101,44862,SABRINA,"Jill Walker, Nick Whicker, Stephanie Gutierrez Martinez",6/7/2023 7:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,38,1,Tip of snout to fork of tail,570,3.7,2,Female,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,1,1,Tip of snout to fork of tail,550,1.68,1,Male,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,2,1,Tip of snout to fork of tail,570,1.76,1,Male,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,3,1,Tip of snout to fork of tail,570,1.91,1,Male,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,4,1,Tip of snout to fork of tail,600,2.3,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,5,1,Tip of snout to fork of tail,550,1.58,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,6,1,Tip of snout to fork of tail,560,1.77,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,7,1,Tip of snout to fork of tail,580,1.87,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,8,1,Tip of snout to fork of tail,590,1.82,1,Male,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,9,1,Tip of snout to fork of tail,570,2.07,1,Male,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,10,1,Tip of snout to fork of tail,570,2.05,1,Male,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,11,1,Tip of snout to fork of tail,490,1.01,2,Female,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,12,1,Tip of snout to fork of tail,640,2.59,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,13,1,Tip of snout to fork of tail,680,2.9,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,14,1,Tip of snout to fork of tail,520,1.25,2,Female,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,15,1,Tip of snout to fork of tail,560,1.83,1,Male,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,16,1,Tip of snout to fork of tail,560,2.06,1,Male,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,17,1,Tip of snout to fork of tail,620,2.5,1,Male,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,18,1,Tip of snout to fork of tail,590,2.36,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,19,1,Tip of snout to fork of tail,540,1.52,1,Male,1,Immature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,20,1,Tip of snout to fork of tail,590,1.93,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,21,1,Tip of snout to fork of tail,650,2.37,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,22,1,Tip of snout to fork of tail,630,2.57,2,Female,7,Mature,,,
2023,2103,44862,SABRINA,"Anne Coss, Jasmine Terry-Shindelman, Jill Walker",6/13/2023 6:52,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,23,1,Tip of snout to fork of tail,630,2.56,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,1,1,Tip of snout to fork of tail,700,3.29,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,2,1,Tip of snout to fork of tail,580,2.18,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,3,1,Tip of snout to fork of tail,590,2.05,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,4,1,Tip of snout to fork of tail,550,1.46,1,Male,1,Immature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,5,1,Tip of snout to fork of tail,620,2.34,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,6,1,Tip of snout to fork of tail,590,1.97,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,7,1,Tip of snout to fork of tail,560,1.47,1,Male,1,Immature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,8,1,Tip of snout to fork of tail,530,1.65,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,9,1,Tip of snout to fork of tail,570,2.02,1,Male,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,10,1,Tip of snout to fork of tail,670,2.6,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,11,1,Tip of snout to fork of tail,640,2.74,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,12,1,Tip of snout to fork of tail,570,1.98,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,13,1,Tip of snout to fork of tail,690,2.93,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,14,1,Tip of snout to fork of tail,570,1.83,1,Male,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,15,1,Tip of snout to fork of tail,620,2.03,2,Female,7,Mature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,16,1,Tip of snout to fork of tail,550,1.41,1,Male,1,Immature,,,
2023,2104,54888,PIONEER,"Henry Clark, Jill Walker",6/15/2023 11:26,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,,,SSEI,,710,Sablefish,17,1,Tip of snout to fork of tail,710,3.47,2,Female,7,Mature,,,
